,id,member_id,loan_amnt,grade,desc
499,725183,920396,8000.0,D,  Borrower added on 04/16/11 > When I was just starting my career as a diesel mechanic I needed to buy tools to do the work and I put most of it on my credit card. Now the interest is just about what i pay a month. So of the $200 a month I pay on the card only about $25 goes to the principle amount. I would like to roll all my credit into this loan and pay close to $300 monthly as is what I am currently paying for my 2 credit cards.<br/>
981,6715017,8317235,20400.0,B,"  Borrower added on 08/07/13 > Loan is to pay off 2 high interest rate credit cards.  Paying $430 a month now on those cards, so this payment will replace that payment and allow me to get out from under that debt in 5 years.<br>"
920,6319113,7850541,12875.0,E,  Borrower added on 07/14/13 > This is a loan to consolidate all credit card debt.<br>
857,3238069,3980669,30000.0,C,  Borrower added on 01/22/13 > Bill consolidation. Pay off some higher interest debts.<br><br> Borrower added on 01/22/13 > Consolidate some higher interest debts.<br>
332,7617297,9299332,22000.0,G,  Borrower added on 09/30/13 > Just bought a new home using my VA loan in February 2013. overextended myself. Going to use the money to consolidate so I can pay off credit cards and get back in control of my money. This accomplishes that and frees up needed cash flow.<br>
219,8876088,6787526,10000.0,C,  Borrower added on 11/11/13 > this loan is to pay off a high interest rate credit card and to get my house payment.<br>
423,1571496,1839527,12000.0,B,  Borrower added on 09/26/12 > What a relief to know that I can consolidate my debt in one easy monthly payment for 36 months! Thank you!!!!<br>
567,7657425,9339428,7500.0,B,  Borrower added on 09/30/13 > to pay off my credit card debt into one place and save on fees and interest charges over the time it would take to pay them off over time<br>
64,1914971,2227155,13675.0,D,  Borrower added on 11/08/12 > Eliminate high-interest credit cards.<br>
70,11955618,13947765,3600.0,B,"  Borrower added on 02/25/14 > This loan would simply be used to refinance my credit debt. My previous 12 mo. introductory rate of 0% comes to fruition soon and would like to pay off &quot;the big box bank&quot;! This seems like a viable, acceptable option. I've never missed a payment, ever, and would not allow my credit to suffer. Thanks!<br>"
235,1538924,1804279,14500.0,A,"  Borrower added on 09/17/12 > Economy, medical/dental bills and not watching spending closely has put me in a postition of playing the credit card game.  The credit cards are starting to win and that is no good.  I would like to consolidate, say good bye to the cards and get back on track!<br><br>  Borrower added on 09/20/12 > Every accomplishment starts with the decision to try - I don't plan to try - I am going to do.  Thank you for lending me that helping hand!<br>"
613,11775021,13767168,14400.0,C,  Borrower added on 02/14/14 > PAY OFF FOR TAXES 2013<br>
1104,3635294,4587480,28000.0,A,  Borrower added on 02/28/13 > Loan is for refinancing credit at high interest rates.<br>
287,1509498,1771262,4000.0,C,  Borrower added on 08/29/12 > paying off existing higher balance loans.<br>
237,1280927,1524076,22000.0,C,  Borrower added on 05/11/12 > I would like to consolidate my revolving accounts along with 2 unsecured loans that was accumulated over time with a better interest rate<br>
354,3300020,4072765,12000.0,B,  Borrower added on 01/29/13 > I have a very stable job and will use 100% of the funding to completely pay off my credit cards.  I intend to live cash only using credit cards only for monthly expenses such as groceries and gas and paying these bills off every month.  I have made all of my payments on time on all liabilities.<br>
636,1508752,1770601,24000.0,F,  Borrower added on 10/20/12 > This loan will be used to consolidate debt and refinance credit card debt.<br>
92,9135288,10967384,4125.0,B,  Borrower added on 11/26/13 > This is to refinance a high interest credit card balance or two.<br>
619,758590,958767,15000.0,A,"  Borrower added on 05/15/11 > The purpose of this loan is to pay off GM and Continental Credit Cards.  All credit cards are paid monthly and on time.  I have exceeded the minimum monthly required payment each month and most times triple what is required.  I currently have excellent credit.  I am a responsible person, having become a homeowner 3 years ago.  I am currently employed in a stable job and have been promoted in the last 3 years to an Administrator/Supervisor position.<br/>"
279,11365865,13298028,19000.0,D,  Borrower added on 01/30/14 > I would love to be debt free so I can devote more time and money to home projects and maybe a vacation.<br>
99,10736694,12628759,5000.0,A,  Borrower added on 01/21/14 > I want to refinance my credit card loan so I can pay it off faster.<br>
793,7681160,9382573,12600.0,B,  Borrower added on 10/09/13 > I just want to pay off some high interest credit cards and this seems like a very smart way to do it.<br>
513,10736332,12628408,7000.0,A,  Borrower added on 01/21/14 > having this loan will help me to clean my debt and open a new chapter in my life.<br>
409,10637856,10847734,12800.0,C,"  Borrower added on 01/16/14 > I requested this loan because it is going to help consolidate every single debt I may have; my car, credit cards, small loans. I am trying to improve my credit even more and also so I can have only one single payment instead of like 10 here and there.<br>"
355,8992303,10773607,25000.0,A,  Borrower added on 11/20/13 > i am trying to eliminate all debt within 3 years. i am paying too much in interest and not enough towards principal balance.<br>
671,374547,395823,10000.0,D,"I'm fed up with credit card companies arbitrarily raising rates on me.  My payments are always early, and more than the minimum.   I'm saving money any way I can these days, and reducing the rate on my debt will certainly help.    With this money I will completely pay off my three credit cards.  As an architect, I have a relatively high and constant monthly income that will more than pay the debt service on this new loan.  "
387,5979163,7451614,24000.0,E,  Borrower added on 06/26/13 > Payoff credit cards and reduce monthly payment.<br>
1006,7342260,9004137,20000.0,A,  Borrower added on 09/24/13 > I would like to consolidate all credit payments into one payment-that will be less than I am paying now. I also have several home improvement projects I would like to complete.<br>
709,1514158,1776532,7200.0,B,  Borrower added on 08/31/12 > Debt Consolidation<br><br> Borrower added on 08/31/12 > To pay off my Wells Fargo Visa account and partially my Household Bank Mastercard account.<br>
205,3146249,3858503,20000.0,B,  Borrower added on 02/02/13 > Debt Free Soon!<br>
474,2837407,3419935,12000.0,B,  Borrower added on 12/26/12 > The purpose of my loan is to consolidate my credit cards and to lower the interest on them.<br>
463,1086542,1323712,21000.0,A,"  Borrower added on 01/04/12 > I finally moved into a home and need to remodel the kitchen. I will need to replace everything- including all the appliances that are not even working. This loan would help greatly to help me finally get the kitchen I always dreamed of- I thank you in advance for your help!<br><br>  Borrower added on 01/04/12 > Wow- I am 74.05% funded already!!! Thank you investors- I can already smell the chocolate chip cookies I will bake in my new kitchen! I am so greatful and excited.<br><br>  Borrower added on 01/04/12 > I would like to extend my thanks to all my 36 investors that are from all parts of the U.S. Thank you, thank you!  Now I am so close. One last stretch and I am able to reach the goal and get this kitchen started!<br><br>  Borrower added on 01/06/12 > It takes a village (or in this case, Lending Club investors) to help an individual like me to achieve something I never thought was possible. Many thanks again to current investors and the future contributors! I am so close to my dream (and functioning) kitchen!<br>"
